Model,Accuracy,Precision,Recall,F1-Score,ROC-AUC
Random Forest,0.8796296296296297,0.8235294117647058,0.8,0.8115942028985508,0.9416829745596869
XGBoost,0.8796296296296297,0.8055555555555556,0.8285714285714286,0.8169014084507042,0.949119373776908
Ensemble (RF+XGB),0.8888888888888888,0.8108108108108109,0.8571428571428571,0.8333333333333334,0.9393346379647749
